date,0
2024-11-07,2.6
2024-11-08,2.545
2024-11-11,2.5700000000000003
2024-11-12,2.571
2024-11-13,2.612
2024-11-14,2.5920000000000005
2024-11-15,2.547
2024-11-18,2.5340000000000003
2024-11-19,2.481
2024-11-20,2.5210000000000004
2024-11-21,2.5280000000000005
2024-11-22,2.472
2024-11-25,2.452
2024-11-26,2.497
2024-11-27,2.4670000000000005
2024-11-28,2.4370000000000003
2024-11-29,2.447
2024-12-02,2.439
2024-12-03,2.4030000000000005
2024-12-04,2.43
2024-12-05,2.4210000000000003
2024-12-06,2.462
2024-12-09,2.4610000000000003
2024-12-10,2.4850000000000003
2024-12-11,2.513
2024-12-12,2.5340000000000003
2024-12-13,2.561
2024-12-16,2.5980000000000003
2024-12-17,2.543
2024-12-18,2.545
2024-12-19,2.661
2024-12-20,2.7390000000000003
2024-12-23,2.6420000000000003
2024-12-24,2.628
2024-12-27,2.6
2024-12-30,2.62
2024-12-31,2.676
